Order_ID,Order_Date,Country,Product,Category,Quantity,Unit_Price,Revenue
479,16-04-2024,USA,Laptop,Electronics,4,882,3528
480,16-02-2022,France,Headphones,Accessories,5,79,395
481,03-03-2022,India,Monitor,Electronics,1,319,319
482,23-02-2023,UK,Desk,Furniture,1,336,336
483,27-01-2023,Brazil,Tablet,Electronics,4,397,1588
484,01-12-2023,UK,Office Chair,Furniture,4,210,840
485,05-07-2023,France,Monitor,Electronics,1,272,272
486,14-02-2024,USA,Tablet,Electronics,2,350,700
487,07-01-2024,France,Keyboard,Accessories,4,116,464
488,17-04-2023,Australia,Office Chair,Furniture,2,231,462
489,15-06-2024,India,Tablet,Electronics,3,374,1122
490,24-02-2024,USA,Laptop,Electronics,4,928,3712
491,14-04-2022,USA,Headphones,Accessories,2,78,156
492,22-12-2023,USA,Desk,Furniture,5,386,1930
493,26-03-2023,Germany,Headphones,Accessories,1,121,121
494,31-05-2023,Canada,Headphones,Accessories,1,87,87
495,15-08-2023,Australia,Headphones,Accessories,5,110,550
496,08-11-2023,Germany,Headphones,Accessories,3,88,264
497,04-03-2022,UK,Office Chair,Furniture,3,235,705
498,18-02-2022,Australia,Office Chair,Furniture,5,263,1315
499,15-12-2023,France,Office Chair,Furniture,5,240,1200
500,21-01-2023,UK,Office Chair,Furniture,2,238,476
501,04-11-2022,UK,Desk,Furniture,2,328,656
502,27-02-2023,France,Desk,Furniture,1,371,371
503,19-09-2022,Germany,Tablet,Electronics,4,381,1524
504,17-05-2024,Australia,Monitor,Electronics,1,307,307
505,29-04-2024,Germany,Smartphone,Electronics,5,642,3210
506,21-11-2023,USA,Laptop,Electronics,3,898,2694
507,25-08-2023,Germany,Smartphone,Electronics,2,647,1294
508,07-11-2022,USA,Desk,Furniture,2,342,684
509,01-05-2022,Brazil,Headphones,Accessories,2,164,328
510,29-07-2022,France,Headphones,Accessories,5,160,800
511,05-03-2024,Canada,Headphones,Accessories,5,111,555
512,27-10-2023,Australia,Office Chair,Furniture,4,268,1072
513,10-06-2023,Brazil,Keyboard,Accessories,3,76,228
514,26-04-2023,Australia,Desk,Furniture,1,392,392
515,28-02-2023,USA,Headphones,Accessories,3,110,330
516,25-09-2022,France,Headphones,Accessories,2,72,144
517,04-12-2022,Germany,Keyboard,Accessories,2,55,110
518,27-05-2023,Australia,Office Chair,Furniture,5,231,1155
519,20-10-2023,Brazil,Keyboard,Accessories,4,122,488
520,25-03-2024,Australia,Desk,Furniture,2,393,786
521,14-07-2023,Brazil,Tablet,Electronics,2,442,884
522,02-03-2022,USA,Tablet,Electronics,5,432,2160
523,07-01-2022,France,Smartphone,Electronics,1,647,647
524,26-12-2023,UK,Tablet,Electronics,2,358,716
525,12-04-2023,Australia,Laptop,Electronics,2,914,1828
526,14-11-2023,Brazil,Laptop,Electronics,5,931,4655
527,29-06-2023,France,Desk,Furniture,1,300,300
528,10-01-2024,Canada,Laptop,Electronics,1,917,917
529,12-04-2024,France,Keyboard,Accessories,1,94,94
530,21-06-2023,UK,Tablet,Electronics,1,362,362
531,24-06-2023,Canada,Headphones,Accessories,2,149,298
532,22-03-2022,Australia,Monitor,Electronics,3,300,900
533,07-09-2022,Germany,Office Chair,Furniture,4,272,1088
534,28-05-2024,USA,Keyboard,Accessories,1,113,113
535,22-01-2023,Brazil,Smartphone,Electronics,4,598,2392
536,25-06-2022,India,Laptop,Electronics,1,939,939
537,14-03-2024,Australia,Desk,Furniture,4,382,1528
538,24-08-2022,Germany,Smartphone,Electronics,5,555,2775
539,18-03-2022,Canada,Desk,Furniture,3,305,915
540,17-01-2022,Germany,Laptop,Electronics,2,890,1780
541,03-11-2022,UK,Tablet,Electronics,4,359,1436
542,25-11-2023,Australia,Headphones,Accessories,5,119,595
543,12-01-2024,India,Office Chair,Furniture,2,288,576
544,24-03-2023,Germany,Monitor,Electronics,1,262,262
545,27-02-2024,France,Smartphone,Electronics,3,627,1881
546,07-10-2022,Brazil,Monitor,Electronics,1,331,331
547,21-07-2023,France,Desk,Furniture,2,345,690
548,23-08-2023,France,Office Chair,Furniture,2,287,574
549,28-03-2024,Germany,Smartphone,Electronics,5,587,2935
550,07-06-2022,France,Smartphone,Electronics,1,584,584
551,05-01-2023,India,Tablet,Electronics,4,390,1560
552,01-04-2023,Australia,Smartphone,Electronics,1,589,589
553,31-03-2022,UK,Keyboard,Accessories,1,46,46
554,23-07-2023,France,Office Chair,Furniture,4,271,1084
555,29-12-2022,India,Smartphone,Electronics,1,561,561
556,26-10-2022,France,Monitor,Electronics,4,251,1004
557,27-07-2023,Germany,Office Chair,Furniture,1,292,292
558,23-05-2022,Canada,Tablet,Electronics,4,371,1484
559,30-05-2022,India,Keyboard,Accessories,3,93,279
560,08-03-2023,Canada,Tablet,Electronics,4,385,1540
561,15-09-2022,Germany,Desk,Furniture,1,346,346
562,20-07-2022,Brazil,Desk,Furniture,5,378,1890
563,07-01-2022,France,Smartphone,Electronics,2,588,1176
564,03-04-2024,Australia,Monitor,Electronics,5,298,1490
565,15-04-2024,UK,Desk,Furniture,3,355,1065
566,13-12-2023,Germany,Keyboard,Accessories,3,107,321
567,12-02-2023,Australia,Desk,Furniture,3,322,966
568,11-03-2024,Germany,Keyboard,Accessories,4,103,412
569,16-04-2024,France,Monitor,Electronics,4,285,1140
570,24-07-2022,UK,Monitor,Electronics,1,322,322
571,03-08-2022,Brazil,Laptop,Electronics,4,940,3760
572,21-11-2023,Brazil,Keyboard,Accessories,1,82,82
573,16-09-2022,UK,Tablet,Electronics,3,380,1140
574,05-04-2023,Brazil,Office Chair,Furniture,4,209,836
575,09-06-2024,France,Office Chair,Furniture,5,264,1320
576,11-04-2024,India,Laptop,Electronics,3,939,2817
577,12-11-2023,Australia,Smartphone,Electronics,2,634,1268
578,31-07-2023,France,Tablet,Electronics,5,355,1775
579,11-01-2022,India,Monitor,Electronics,4,263,1052
580,04-02-2024,Germany,Keyboard,Accessories,2,95,190
581,20-04-2023,UK,Desk,Furniture,3,350,1050
582,18-04-2022,Canada,Monitor,Electronics,1,311,311
583,01-05-2024,UK,Office Chair,Furniture,1,214,214
584,12-04-2023,Germany,Monitor,Electronics,3,293,879
585,10-04-2022,Brazil,Desk,Furniture,3,360,1080
586,04-11-2022,USA,Desk,Furniture,3,308,924
587,26-10-2023,India,Smartphone,Electronics,1,593,593
588,28-06-2022,UK,Tablet,Electronics,2,416,832
589,19-04-2023,Germany,Monitor,Electronics,5,304,1520
590,18-10-2023,France,Office Chair,Furniture,2,223,446
591,21-09-2023,Germany,Office Chair,Furniture,1,294,294
592,03-02-2023,USA,Desk,Furniture,5,354,1770
593,10-02-2024,India,Headphones,Accessories,2,105,210
594,10-01-2023,Australia,Smartphone,Electronics,5,573,2865
595,26-09-2022,Brazil,Headphones,Accessories,4,84,336
596,18-09-2023,France,Monitor,Electronics,5,299,1495
597,15-05-2024,Brazil,Smartphone,Electronics,3,595,1785
598,28-08-2023,India,Tablet,Electronics,3,428,1284
599,02-09-2022,Canada,Tablet,Electronics,3,365,1095
600,12-12-2023,UK,Smartphone,Electronics,2,597,1194
601,22-05-2022,France,Office Chair,Furniture,4,276,1104
602,13-10-2023,UK,Office Chair,Furniture,2,262,524
603,24-05-2022,UK,Tablet,Electronics,4,386,1544
604,24-02-2022,Australia,Monitor,Electronics,4,329,1316
605,19-07-2022,France,Laptop,Electronics,4,867,3468
606,19-05-2023,France,Desk,Furniture,4,387,1548
607,26-03-2022,USA,Desk,Furniture,4,321,1284
608,09-10-2022,Germany,Headphones,Accessories,3,74,222
609,14-04-2023,Brazil,Keyboard,Accessories,2,129,258
610,02-10-2022,Australia,Smartphone,Electronics,5,564,2820
611,12-08-2022,France,Laptop,Electronics,4,919,3676
612,14-06-2024,USA,Smartphone,Electronics,2,588,1176
613,01-06-2024,India,Desk,Furniture,3,344,1032
614,11-04-2024,Germany,Desk,Furniture,1,399,399
615,26-12-2022,France,Headphones,Accessories,5,158,790
616,14-03-2024,Germany,Tablet,Electronics,5,367,1835
617,26-12-2022,Canada,Headphones,Accessories,1,142,142
618,27-10-2022,Canada,Tablet,Electronics,3,440,1320
619,14-04-2024,India,Keyboard,Accessories,5,116,580
620,11-10-2022,UK,Tablet,Electronics,4,357,1428
621,30-12-2023,Australia,Tablet,Electronics,2,368,736
622,26-05-2022,Canada,Headphones,Accessories,4,132,528
623,19-03-2022,India,Office Chair,Furniture,4,257,1028
624,12-10-2022,Australia,Office Chair,Furniture,5,295,1475
625,19-08-2023,USA,Desk,Furniture,4,341,1364
626,12-11-2023,Australia,Smartphone,Electronics,4,631,2524
627,12-08-2022,France,Smartphone,Electronics,5,600,3000
628,27-11-2022,Canada,Headphones,Accessories,4,104,416
629,14-05-2022,Brazil,Monitor,Electronics,5,323,1615
630,12-04-2022,Brazil,Monitor,Electronics,1,255,255
631,28-03-2023,Brazil,Laptop,Electronics,1,870,870
632,07-12-2023,UK,Laptop,Electronics,4,875,3500
633,06-04-2022,Australia,Keyboard,Accessories,2,65,130
634,12-11-2023,UK,Keyboard,Accessories,1,77,77
635,09-11-2022,Germany,Laptop,Electronics,4,930,3720
636,08-04-2022,USA,Office Chair,Furniture,1,290,290
637,16-05-2022,Germany,Headphones,Accessories,4,79,316
638,14-12-2023,Australia,Desk,Furniture,1,301,301
639,16-05-2022,Brazil,Smartphone,Electronics,4,638,2552
640,02-04-2022,India,Smartphone,Electronics,2,599,1198
641,03-11-2022,UK,Smartphone,Electronics,3,597,1791
642,25-11-2023,UK,Office Chair,Furniture,2,282,564
643,09-01-2022,UK,Smartphone,Electronics,5,622,3110
644,07-08-2022,UK,Desk,Furniture,3,392,1176
645,30-03-2023,Germany,Office Chair,Furniture,5,287,1435
646,10-02-2024,India,Smartphone,Electronics,1,567,567
647,19-11-2022,UK,Office Chair,Furniture,3,254,762
648,28-03-2022,Germany,Headphones,Accessories,3,152,456
649,15-06-2024,Canada,Keyboard,Accessories,1,114,114
650,06-06-2023,Germany,Headphones,Accessories,5,147,735
651,25-02-2022,Germany,Office Chair,Furniture,3,282,846
652,04-09-2022,Brazil,Desk,Furniture,4,314,1256
653,05-01-2023,Australia,Smartphone,Electronics,5,551,2755
654,07-03-2023,Australia,Tablet,Electronics,4,422,1688
655,16-03-2022,USA,Tablet,Electronics,4,448,1792
656,09-08-2022,USA,Smartphone,Electronics,1,583,583
657,21-10-2022,France,Laptop,Electronics,4,914,3656
658,18-10-2023,UK,Office Chair,Furniture,4,210,840
659,22-03-2022,Germany,Keyboard,Accessories,1,69,69
660,05-02-2023,India,Tablet,Electronics,5,391,1955
661,16-05-2024,Germany,Keyboard,Accessories,4,123,492
662,21-03-2023,India,Laptop,Electronics,2,861,1722
663,26-02-2022,Canada,Desk,Furniture,5,377,1885
664,26-12-2023,UK,Tablet,Electronics,1,351,351
665,22-12-2022,Canada,Laptop,Electronics,2,913,1826
666,07-02-2024,Canada,Tablet,Electronics,3,366,1098
667,06-04-2024,France,Smartphone,Electronics,1,592,592
668,27-09-2022,India,Keyboard,Accessories,5,38,190
669,04-01-2023,USA,Desk,Furniture,4,365,1460
670,12-01-2023,UK,Desk,Furniture,5,321,1605
671,22-11-2023,India,Keyboard,Accessories,1,103,103
672,15-02-2022,USA,Headphones,Accessories,5,70,350
673,08-01-2023,France,Headphones,Accessories,1,130,130
674,21-07-2023,France,Tablet,Electronics,2,354,708
675,03-03-2023,Australia,Headphones,Accessories,3,101,303
676,17-01-2023,India,Keyboard,Accessories,1,103,103
677,03-04-2024,USA,Laptop,Electronics,2,878,1756
678,05-06-2024,Canada,Office Chair,Furniture,1,259,259
679,21-07-2023,Brazil,Keyboard,Accessories,3,41,123
680,26-10-2022,Canada,Laptop,Electronics,3,875,2625
681,29-08-2023,Brazil,Headphones,Accessories,4,117,468
682,26-03-2024,Germany,Headphones,Accessories,5,167,835
683,25-01-2022,Germany,Tablet,Electronics,1,402,402
684,02-01-2022,France,Monitor,Electronics,1,292,292
685,27-06-2023,Germany,Keyboard,Accessories,1,56,56
686,26-05-2022,Canada,Office Chair,Furniture,4,207,828
687,15-05-2024,France,Smartphone,Electronics,1,579,579
688,28-03-2022,India,Monitor,Electronics,4,345,1380
689,30-08-2023,USA,Tablet,Electronics,4,359,1436
690,26-10-2022,Canada,Office Chair,Furniture,2,230,460
691,01-05-2024,Australia,Monitor,Electronics,4,339,1356
692,28-08-2022,India,Monitor,Electronics,4,284,1136
693,28-02-2024,India,Headphones,Accessories,2,169,338
694,06-04-2023,Brazil,Tablet,Electronics,1,371,371
695,03-07-2023,Australia,Monitor,Electronics,4,265,1060
696,20-04-2023,Canada,Headphones,Accessories,4,109,436
697,06-04-2024,Canada,Smartphone,Electronics,1,570,570
698,01-06-2022,India,Laptop,Electronics,2,891,1782
699,10-06-2023,USA,Headphones,Accessories,3,120,360
700,01-02-2022,France,Keyboard,Accessories,3,52,156
701,18-07-2023,Germany,Desk,Furniture,5,395,1975
702,03-04-2024,UK,Smartphone,Electronics,4,563,2252
703,30-04-2024,Germany,Smartphone,Electronics,1,557,557
704,17-01-2023,India,Tablet,Electronics,2,401,802
705,08-03-2022,Germany,Keyboard,Accessories,1,32,32
706,17-05-2024,Australia,Desk,Furniture,2,311,622
707,21-02-2022,UK,Smartphone,Electronics,1,609,609
708,31-01-2022,France,Office Chair,Furniture,4,263,1052
709,08-08-2022,UK,Office Chair,Furniture,2,245,490
710,02-06-2022,USA,Keyboard,Accessories,3,87,261
711,26-02-2023,Brazil,Headphones,Accessories,3,133,399
712,28-01-2023,UK,Laptop,Electronics,1,885,885
713,27-03-2024,Germany,Office Chair,Furniture,2,282,564
714,01-01-2024,Australia,Laptop,Electronics,4,950,3800
715,12-05-2023,Australia,Desk,Furniture,5,400,2000
716,04-07-2022,USA,Monitor,Electronics,4,284,1136
717,31-01-2022,Canada,Monitor,Electronics,5,278,1390
718,02-01-2023,Germany,Laptop,Electronics,4,917,3668
719,04-11-2023,Germany,Tablet,Electronics,1,381,381
720,27-02-2022,Germany,Keyboard,Accessories,5,124,620
721,30-06-2022,Germany,Office Chair,Furniture,3,222,666
722,29-01-2022,Australia,Monitor,Electronics,3,325,975
723,06-05-2024,Brazil,Tablet,Electronics,5,374,1870
724,08-02-2022,India,Keyboard,Accessories,2,92,184
725,13-08-2022,USA,Laptop,Electronics,2,927,1854
726,21-09-2023,Germany,Desk,Furniture,1,342,342
727,01-07-2022,Australia,Tablet,Electronics,3,441,1323
728,24-08-2023,UK,Laptop,Electronics,1,868,868
729,16-03-2022,Australia,Smartphone,Electronics,5,596,2980
730,11-12-2022,Canada,Office Chair,Furniture,5,212,1060
731,20-01-2024,France,Monitor,Electronics,2,270,540
732,26-12-2023,Australia,Desk,Furniture,3,322,966
733,23-01-2023,Canada,Headphones,Accessories,5,92,460
734,17-01-2024,USA,Keyboard,Accessories,2,52,104
735,06-07-2022,Australia,Office Chair,Furniture,5,204,1020
736,24-05-2023,UK,Headphones,Accessories,5,83,415
737,22-12-2022,Australia,Monitor,Electronics,1,280,280
738,18-11-2023,Australia,Tablet,Electronics,1,440,440
739,03-08-2022,Germany,Desk,Furniture,1,333,333
740,16-03-2024,India,Smartphone,Electronics,3,582,1746
741,25-03-2023,France,Laptop,Electronics,1,899,899
742,23-01-2023,Australia,Tablet,Electronics,4,413,1652
743,18-03-2024,Germany,Office Chair,Furniture,1,261,261
744,29-03-2024,USA,Tablet,Electronics,4,359,1436
745,25-09-2022,India,Keyboard,Accessories,1,70,70
746,20-01-2023,UK,Smartphone,Electronics,3,571,1713
747,13-12-2022,Brazil,Smartphone,Electronics,5,561,2805
748,18-06-2022,France,Laptop,Electronics,4,933,3732
749,06-12-2022,Germany,Tablet,Electronics,1,362,362
750,22-07-2023,Canada,Headphones,Accessories,4,159,636
751,09-04-2022,USA,Keyboard,Accessories,3,60,180
752,10-05-2024,Brazil,Office Chair,Furniture,5,270,1350
753,04-01-2022,France,Tablet,Electronics,1,396,396
754,03-10-2023,Brazil,Smartphone,Electronics,3,634,1902
755,31-07-2022,UK,Headphones,Accessories,1,73,73
756,14-05-2024,India,Keyboard,Accessories,1,90,90
757,16-05-2023,Canada,Keyboard,Accessories,4,90,360
758,09-07-2022,Australia,Smartphone,Electronics,5,599,2995
759,02-04-2023,USA,Office Chair,Furniture,3,223,669
760,27-09-2022,Germany,Keyboard,Accessories,4,89,356
761,04-06-2022,India,Keyboard,Accessories,5,37,185
762,28-02-2023,Germany,Smartphone,Electronics,3,619,1857
763,05-03-2023,Brazil,Laptop,Electronics,4,916,3664
764,22-03-2022,France,Headphones,Accessories,4,108,432
765,14-06-2023,UK,Laptop,Electronics,5,923,4615
766,21-06-2022,Germany,Smartphone,Electronics,4,572,2288
767,10-03-2023,India,Headphones,Accessories,2,75,150
768,01-06-2022,Canada,Office Chair,Furniture,2,280,560
769,02-02-2023,France,Monitor,Electronics,1,261,261
770,15-04-2023,USA,Monitor,Electronics,3,316,948
771,03-06-2022,UK,Office Chair,Furniture,1,253,253
772,09-03-2024,India,Smartphone,Electronics,1,622,622
773,17-06-2024,France,Keyboard,Accessories,5,74,370
774,13-05-2023,Brazil,Keyboard,Accessories,4,113,452
775,17-02-2023,UK,Laptop,Electronics,2,885,1770
776,19-06-2024,Australia,Office Chair,Furniture,1,250,250
777,02-05-2023,Canada,Headphones,Accessories,1,165,165
778,17-04-2024,Canada,Monitor,Electronics,1,293,293
779,28-05-2024,India,Keyboard,Accessories,3,92,276
780,01-02-2024,Brazil,Headphones,Accessories,2,108,216
781,03-03-2023,India,Monitor,Electronics,3,343,1029
782,23-04-2024,France,Headphones,Accessories,4,97,388
783,20-04-2024,USA,Desk,Furniture,5,347,1735
784,28-12-2023,France,Tablet,Electronics,1,389,389
785,30-01-2022,UK,Tablet,Electronics,5,422,2110
786,13-09-2022,USA,Headphones,Accessories,2,77,154
787,23-12-2023,Germany,Desk,Furniture,1,346,346
788,02-06-2023,France,Keyboard,Accessories,3,89,267
789,17-01-2023,Brazil,Smartphone,Electronics,1,580,580
790,24-08-2023,Australia,Desk,Furniture,2,360,720
791,06-02-2024,India,Monitor,Electronics,2,283,566
792,20-02-2022,UK,Keyboard,Accessories,1,79,79
793,19-08-2022,Germany,Headphones,Accessories,2,152,304
794,21-01-2022,USA,Keyboard,Accessories,4,95,380
795,27-06-2022,USA,Desk,Furniture,2,382,764
796,04-04-2024,Canada,Headphones,Accessories,3,147,441
797,22-05-2024,Australia,Keyboard,Accessories,4,78,312
798,23-04-2023,Canada,Desk,Furniture,3,327,981
799,08-01-2022,Australia,Office Chair,Furniture,5,213,1065
800,21-04-2022,Brazil,Keyboard,Accessories,3,117,351
801,18-10-2023,Australia,Smartphone,Electronics,3,585,1755
802,30-12-2023,Canada,Keyboard,Accessories,3,113,339
803,23-02-2024,Germany,Headphones,Accessories,2,136,272
804,08-11-2023,Australia,Laptop,Electronics,5,901,4505
805,25-05-2023,Canada,Tablet,Electronics,1,433,433
806,02-02-2023,USA,Keyboard,Accessories,4,81,324
807,01-01-2024,Germany,Headphones,Accessories,3,162,486
808,04-11-2022,UK,Desk,Furniture,3,364,1092
809,28-04-2023,UK,Tablet,Electronics,3,362,1086
810,07-07-2022,Australia,Keyboard,Accessories,5,127,635
811,17-08-2022,Canada,Smartphone,Electronics,2,595,1190
812,24-09-2022,Canada,Office Chair,Furniture,3,247,741
813,24-02-2022,India,Desk,Furniture,1,360,360
814,03-05-2022,France,Desk,Furniture,2,364,728
815,10-06-2024,UK,Keyboard,Accessories,4,36,144
816,24-02-2023,Brazil,Tablet,Electronics,2,393,786
817,04-07-2022,India,Tablet,Electronics,3,441,1323
818,01-07-2022,Australia,Desk,Furniture,3,380,1140
819,08-10-2022,Germany,Laptop,Electronics,1,907,907
820,12-06-2022,Brazil,Tablet,Electronics,5,447,2235
821,21-03-2023,France,Smartphone,Electronics,2,628,1256
822,28-01-2023,USA,Office Chair,Furniture,4,261,1044
823,19-01-2024,Australia,Laptop,Electronics,5,875,4375
824,03-05-2024,Germany,Laptop,Electronics,3,946,2838
825,22-01-2024,Germany,Laptop,Electronics,1,930,930
826,13-05-2022,India,Headphones,Accessories,3,109,327
827,10-11-2022,UK,Office Chair,Furniture,5,275,1375
828,25-10-2022,Brazil,Smartphone,Electronics,1,588,588
829,18-05-2022,Australia,Monitor,Electronics,4,337,1348
830,12-07-2022,UK,Desk,Furniture,3,396,1188
831,18-08-2022,UK,Office Chair,Furniture,1,229,229
832,01-06-2023,UK,Headphones,Accessories,1,145,145
833,29-10-2023,USA,Smartphone,Electronics,3,641,1923
834,02-07-2023,USA,Office Chair,Furniture,3,298,894
835,06-05-2024,USA,Laptop,Electronics,1,933,933
836,31-03-2023,France,Laptop,Electronics,1,903,903
837,01-05-2023,UK,Smartphone,Electronics,5,582,2910
838,07-03-2023,India,Headphones,Accessories,1,108,108
839,19-12-2023,UK,Keyboard,Accessories,5,107,535
840,07-01-2024,India,Office Chair,Furniture,1,265,265
841,19-04-2022,Brazil,Keyboard,Accessories,1,130,130
842,07-03-2024,Canada,Headphones,Accessories,5,95,475
843,24-02-2023,Canada,Headphones,Accessories,3,160,480
844,24-05-2023,Germany,Tablet,Electronics,1,420,420
845,03-01-2022,USA,Desk,Furniture,3,330,990
846,17-11-2023,Brazil,Smartphone,Electronics,1,623,623
847,08-06-2023,India,Tablet,Electronics,1,449,449
848,25-08-2022,Brazil,Smartphone,Electronics,3,632,1896
849,21-02-2022,India,Keyboard,Accessories,3,89,267
850,04-01-2023,Australia,Tablet,Electronics,1,387,387
851,21-05-2024,USA,Office Chair,Furniture,1,212,212
852,25-10-2023,UK,Laptop,Electronics,2,934,1868
853,29-09-2023,Canada,Monitor,Electronics,3,306,918
854,07-07-2022,India,Smartphone,Electronics,3,593,1779
855,06-10-2022,France,Office Chair,Furniture,4,258,1032
856,27-03-2024,UK,Desk,Furniture,4,383,1532
857,14-01-2024,USA,Smartphone,Electronics,2,639,1278
858,28-08-2023,Brazil,Tablet,Electronics,1,403,403
859,24-01-2023,Australia,Desk,Furniture,2,378,756
860,15-05-2023,India,Laptop,Electronics,2,911,1822
861,06-03-2022,Canada,Office Chair,Furniture,4,205,820
862,08-06-2024,Germany,Monitor,Electronics,1,340,340
863,06-12-2023,India,Monitor,Electronics,5,316,1580
864,21-12-2022,France,Office Chair,Furniture,2,261,522
865,25-02-2022,USA,Tablet,Electronics,5,428,2140
866,22-05-2024,Brazil,Tablet,Electronics,5,410,2050
867,19-05-2023,Australia,Tablet,Electronics,1,446,446
868,21-02-2022,Germany,Headphones,Accessories,3,105,315
869,22-03-2022,Brazil,Office Chair,Furniture,4,230,920
870,01-04-2022,Brazil,Desk,Furniture,5,357,1785
871,25-05-2023,USA,Desk,Furniture,3,315,945
872,06-02-2022,USA,Smartphone,Electronics,4,602,2408
873,15-10-2023,Canada,Smartphone,Electronics,5,629,3145
874,08-01-2023,USA,Headphones,Accessories,4,113,452
875,28-07-2023,Brazil,Headphones,Accessories,4,112,448
876,10-04-2022,Germany,Monitor,Electronics,4,264,1056
877,29-04-2024,Canada,Laptop,Electronics,3,895,2685
878,18-06-2022,Brazil,Monitor,Electronics,1,255,255
879,18-09-2022,Germany,Tablet,Electronics,4,363,1452
880,09-08-2022,Brazil,Headphones,Accessories,1,120,120
881,15-02-2024,France,Headphones,Accessories,3,83,249
882,01-03-2024,Brazil,Laptop,Electronics,5,865,4325
883,18-05-2022,Brazil,Desk,Furniture,5,364,1820
884,19-02-2022,France,Laptop,Electronics,5,944,4720
885,01-07-2022,UK,Desk,Furniture,5,399,1995
886,05-11-2023,Australia,Tablet,Electronics,1,399,399
887,11-12-2023,Germany,Office Chair,Furniture,4,277,1108
888,29-10-2022,Brazil,Keyboard,Accessories,4,73,292
889,09-09-2023,Canada,Tablet,Electronics,2,402,804
890,11-08-2022,Germany,Monitor,Electronics,5,330,1650
891,25-10-2022,Australia,Headphones,Accessories,5,161,805
892,10-07-2023,Australia,Tablet,Electronics,2,414,828
893,07-05-2023,France,Smartphone,Electronics,3,621,1863
894,20-06-2023,India,Keyboard,Accessories,4,31,124
895,24-02-2022,USA,Laptop,Electronics,4,868,3472
896,15-03-2024,UK,Headphones,Accessories,3,166,498
897,09-05-2024,USA,Keyboard,Accessories,3,48,144
898,09-07-2023,USA,Keyboard,Accessories,2,126,252
899,23-09-2023,Germany,Monitor,Electronics,4,263,1052
900,14-03-2024,Canada,Office Chair,Furniture,2,265,530
901,03-03-2023,Australia,Laptop,Electronics,4,899,3596
902,15-09-2022,Germany,Laptop,Electronics,1,945,945
903,23-12-2023,Australia,Desk,Furniture,2,381,762
904,05-04-2023,UK,Headphones,Accessories,2,107,214
905,23-01-2024,India,Smartphone,Electronics,2,572,1144
906,13-10-2022,Canada,Office Chair,Furniture,1,254,254
907,16-05-2024,Canada,Tablet,Electronics,2,424,848
908,28-12-2023,UK,Laptop,Electronics,3,909,2727
909,04-09-2023,USA,Laptop,Electronics,2,891,1782
910,18-07-2023,Australia,Keyboard,Accessories,4,103,412
911,14-08-2022,UK,Smartphone,Electronics,3,617,1851
912,02-03-2023,France,Smartphone,Electronics,5,570,2850
913,07-08-2022,Australia,Smartphone,Electronics,3,578,1734
914,12-08-2022,Brazil,Monitor,Electronics,3,287,861
915,21-12-2022,Brazil,Laptop,Electronics,1,935,935
916,07-09-2022,USA,Headphones,Accessories,5,149,745
917,31-01-2023,Canada,Monitor,Electronics,4,264,1056
918,21-04-2024,Australia,Keyboard,Accessories,1,96,96
919,31-10-2022,Germany,Desk,Furniture,4,305,1220
920,09-04-2022,UK,Monitor,Electronics,5,260,1300
921,18-11-2023,Germany,Laptop,Electronics,1,876,876
922,05-07-2023,France,Office Chair,Furniture,1,226,226
923,16-04-2023,Australia,Smartphone,Electronics,2,553,1106
924,25-02-2022,UK,Laptop,Electronics,1,859,859
925,12-08-2023,Germany,Keyboard,Accessories,5,39,195
926,07-04-2023,France,Keyboard,Accessories,4,79,316
927,03-02-2023,India,Office Chair,Furniture,3,202,606
928,14-02-2024,USA,Laptop,Electronics,5,858,4290
929,19-04-2022,Canada,Smartphone,Electronics,3,614,1842
930,16-10-2022,Brazil,Keyboard,Accessories,5,41,205
931,01-02-2022,Brazil,Office Chair,Furniture,4,284,1136
932,20-05-2022,France,Tablet,Electronics,5,378,1890
933,25-11-2023,Australia,Keyboard,Accessories,2,68,136
934,25-05-2022,India,Laptop,Electronics,5,921,4605
935,03-09-2023,France,Laptop,Electronics,1,923,923
936,06-02-2024,Australia,Smartphone,Electronics,3,576,1728
937,21-05-2024,UK,Headphones,Accessories,4,152,608
938,24-09-2023,Canada,Tablet,Electronics,2,378,756
939,19-11-2023,USA,Headphones,Accessories,1,93,93
940,25-10-2022,India,Desk,Furniture,5,309,1545
941,14-01-2024,Brazil,Keyboard,Accessories,1,55,55
942,19-11-2023,Germany,Monitor,Electronics,3,266,798
943,13-03-2022,Germany,Smartphone,Electronics,3,629,1887
944,03-12-2022,Canada,Monitor,Electronics,4,307,1228
945,09-01-2023,Australia,Tablet,Electronics,5,422,2110
946,17-11-2022,Germany,Office Chair,Furniture,2,200,400
947,10-05-2024,Australia,Headphones,Accessories,4,105,420
948,19-04-2023,Brazil,Tablet,Electronics,3,411,1233
949,19-07-2023,India,Monitor,Electronics,3,312,936
950,11-05-2024,Canada,Tablet,Electronics,5,360,1800
951,27-09-2022,India,Tablet,Electronics,5,375,1875
952,09-10-2023,USA,Smartphone,Electronics,1,614,614
953,07-02-2022,Canada,Office Chair,Furniture,5,227,1135
954,06-02-2023,Germany,Desk,Furniture,2,346,692
955,29-05-2023,India,Keyboard,Accessories,2,89,178
956,11-01-2022,Germany,Office Chair,Furniture,3,264,792
957,02-04-2023,UK,Tablet,Electronics,5,367,1835
